file:///D:/documents/Programming/maui/maui-gui/videos/velocityType1.AVI,frame number,time(seconds),xLocation,peak positive(pixels),mean positive(pixels),mean negative(pixels),peak negative(pixels),peak all(pixels), mean all(pixels),peak positive(cm/s),mean positive(cm/s),mean negative(cm/s),peak negative(cm/s),peak all(cm/s),mean all(cm/s)
,291,8.28571,587,15,10,0,0,15,10,7.97872,5.31915,0,0,7.97872,5.31915
,291,8.28571,588,17,11,0,0,17,11,9.04255,5.85106,0,0,9.04255,5.85106
,291,8.28571,589,19,12,0,0,19,12,10.1064,6.38298,0,0,10.1064,6.38298
,291,8.28571,591,98,16,-18,-20,78,-2,52.1277,8.51064,-9.57447,-10.6383,41.4894,-1.06383
,292,8.31429,587,21,13,0,0,21,13,11.1702,6.91489,0,0,11.1702,6.91489
,292,8.31429,588,21,13,0,0,21,13,11.1702,6.91489,0,0,11.1702,6.91489
,292,8.31429,589,23,15,0,0,23,15,12.234,7.97872,0,0,12.234,7.97872
,292,8.31429,591,98,28,-18,-20,78,10,52.1277,14.8936,-9.57447,-10.6383,41.4894,5.31915
,293,8.34286,587,31,19,0,0,31,19,16.4894,10.1064,0,0,16.4894,10.1064
,293,8.34286,588,42,25,0,0,42,25,22.3404,13.2979,0,0,22.3404,13.2979
,293,8.34286,589,55,34,0,0,55,34,29.2553,18.0851,0,0,29.2553,18.0851
,293,8.34286,591,98,49,-18,-20,78,31,52.1277,26.0638,-9.57447,-10.6383,41.4894,16.4894
,294,8.37143,587,73,47,0,0,73,47,38.8298,25,0,0,38.8298,25
,294,8.37143,588,89,57,0,0,89,57,47.3404,30.3191,0,0,47.3404,30.3191
,294,8.37143,589,90,58,0,0,90,58,47.8723,30.8511,0,0,47.8723,30.8511
,294,8.37143,591,98,54,-18,-20,78,36,52.1277,28.7234,-9.57447,-10.6383,41.4894,19.1489
,295,8.4,587,94,60,0,0,94,60,50,31.9149,0,0,50,31.9149
,295,8.4,588,94,53,0,0,94,53,50,28.1915,0,0,50,28.1915
,295,8.4,589,85,48,0,0,85,48,45.2128,25.5319,0,0,45.2128,25.5319
,295,8.4,591,98,39,-18,-20,78,21,52.1277,20.7447,-9.57447,-10.6383,41.4894,11.1702
,296,8.42857,587,68,35,0,0,68,35,36.1702,18.617,0,0,36.1702,18.617
,296,8.42857,588,65,32,0,0,65,32,34.5745,17.0213,0,0,34.5745,17.0213
,296,8.42857,589,54,29,0,0,54,29,28.7234,15.4255,0,0,28.7234,15.4255
,296,8.42857,591,98,26,-18,-20,78,8,52.1277,13.8298,-9.57447,-10.6383,41.4894,4.25532
,297,8.45714,587,46,23,0,0,46,23,24.4681,12.234,0,0,24.4681,12.234
,297,8.45714,588,40,19,0,0,40,19,21.2766,10.1064,0,0,21.2766,10.1064
,297,8.45714,589,40,20,0,0,40,20,21.2766,10.6383,0,0,21.2766,10.6383
,297,8.45714,591,98,23,-18,-20,78,5,52.1277,12.234,-9.57447,-10.6383,41.4894,2.65957
,298,8.48571,587,39,20,0,0,39,20,20.7447,10.6383,0,0,20.7447,10.6383
,298,8.48571,588,37,19,0,0,37,19,19.6809,10.1064,0,0,19.6809,10.1064
,298,8.48571,589,36,21,0,0,36,21,19.1489,11.1702,0,0,19.1489,11.1702
,298,8.48571,591,98,23,-18,-20,78,5,52.1277,12.234,-9.57447,-10.6383,41.4894,2.65957
,299,8.51429,587,34,20,0,0,34,20,18.0851,10.6383,0,0,18.0851,10.6383
,299,8.51429,588,33,18,0,0,33,18,17.5532,9.57447,0,0,17.5532,9.57447
,299,8.51429,589,36,20,0,0,36,20,19.1489,10.6383,0,0,19.1489,10.6383
,299,8.51429,591,98,26,-18,-20,78,8,52.1277,13.8298,-9.57447,-10.6383,41.4894,4.25532
,300,8.54286,587,38,21,0,0,38,21,20.2128,11.1702,0,0,20.2128,11.1702
,300,8.54286,588,41,23,0,0,41,23,21.8085,12.234,0,0,21.8085,12.234
,300,8.54286,589,41,24,0,0,41,24,21.8085,12.766,0,0,21.8085,12.766
,300,8.54286,591,98,26,-18,-20,78,8,52.1277,13.8298,-9.57447,-10.6383,41.4894,4.25532
,301,8.57143,587,38,22,0,0,38,22,20.2128,11.7021,0,0,20.2128,11.7021
,301,8.57143,588,38,25,0,0,38,25,20.2128,13.2979,0,0,20.2128,13.2979
,301,8.57143,589,36,23,0,0,36,23,19.1489,12.234,0,0,19.1489,12.234
,301,8.57143,591,98,22,-18,-20,78,4,52.1277,11.7021,-9.57447,-10.6383,41.4894,2.12766
,302,8.6,587,32,20,0,0,32,20,17.0213,10.6383,0,0,17.0213,10.6383
,302,8.6,588,28,18,0,0,28,18,14.8936,9.57447,0,0,14.8936,9.57447
,302,8.6,589,25,16,0,0,25,16,13.2979,8.51064,0,0,13.2979,8.51064
,302,8.6,591,98,20,-18,-20,78,2,52.1277,10.6383,-9.57447,-10.6383,41.4894,1.06383
,303,8.62857,587,29,16,0,0,29,16,15.4255,8.51064,0,0,15.4255,8.51064
,303,8.62857,588,34,19,0,0,34,19,18.0851,10.1064,0,0,18.0851,10.1064
,303,8.62857,589,39,23,0,0,39,23,20.7447,12.234,0,0,20.7447,12.234
,303,8.62857,591,98,26,-18,-20,78,8,52.1277,13.8298,-9.57447,-10.6383,41.4894,4.25532
